은행,상품종류,상품이름,조항,조항이름,조항내용
KB_bank,대출,금리우대 가계용 추가약정서,1,금리우대 적용,"“은행”은 본 대출과 관련하여 아래 해당 항목의 요건이 충족되는 경우 대출실행일로부터 각 항목의 기준에 따라 우대금리를 적용하기로 합니다.
[□ 기본 또는 □ 신혼가구(단, 구입자금은 주택보유 이력이 없는 신혼가구, □ 신생아 특례 버팀목대출 신청가구, □ 청년 주택드림 디딤돌대출 신청가
구) 중 선택] 단, 우대금리 적용 상한은 0.5%p(기초생활수급자·차상위계층·한부모가구는 1.0%p, 다자녀가구는 0.7%p, 청년 주택드림 디딤돌대출 신
청가구는 1.0%p)로 합니다.
□ 기본
□ 신혼가구 [단, 구입자금은 주택보유(세대주 및 세대원 전원) 이력이 없는 신혼가구]
□ 신생아 특례 버팀목대출 신청가구
□ 청년 주택드림 디딤돌대출 신청가구"
KB_bank,대출,금리우대 가계용 추가약정서,2,금리우대 종료,"① 제1조의 전세자금 금리우대 내용이 유지되지 않는 경우에는 금리우대 적용이 불가합니다.
② 제1조의 구입자금 금리우대 항목 중 청약(종합)저축 가입자 금리우대 요건이 유지되지 않는 경우에는 금리우대 적용이 불가합니다."
KB_bank,대출,금리인하요구권안내 및 핵심상품설명서,1,개요,가계여신 금리인하요구권 안내
KB_bank,대출,금리인하요구권안내 및 핵심상품설명서,2,금리인하 요구권이란?,"은행여신거래기본약관(가계용) 제 3조(이자등과 지연배상금) 제9항에 의거 가계대출 사용 고객이 본인의 신용상태에
현저한 변동이 있는 경우 증빙자료를 은행에 제출하고 이를 바탕으로 재평가를 받아 금리변경을 요구할 수 있는 제도를
말합니다. 다만, 은행의 평가 결과에 따라서 금리인하가 되지 않을 수도 있습니다."
KB_bank,대출,금리인하요구권안내 및 핵심상품설명서,3,대상 여신,금리인하 요구권은 은행의 개인신용평가시스템(CSS)에 따라 금리가 차등 적용되는 가계대출 사용 고객에 한 합니다.
KB_bank,대출,금리인하요구권안내 및 핵심상품설명서,4,적용제외 대상,"① 대출신청시 신용등급이 CSS 1등급이거나, 1등급과 동일한 가산금리(신용원가)를 적용받고 있는 대출
② 재정자금대출, 협약대출(단, 당행 CSS평가등급에 따라 신용원가가 차등 적용되는 상품 제외)
③ 국민주택기금대출
④ 한국주택금융공사 유동화상품 등"
KB_bank,대출,금리인하요구권안내 및 핵심상품설명서,5,금리인하 요구사유,"① 직장의 변동 : 당행에서 정하고 있는 직업별 기준에 따름
② 연소득의 변동 : 신규 및 연장시점 대비 현재의 연소득이 현저히 증가한 경우
③ 직위변동 : 신규 및 연장시점 대비 동일 직장 내에서 직위가 상승한 경우
④ 거래실적의 변동 : 당행에서 정하고 있는 KB스타클럽 신규 선정 또는 등급이 상향된 경우
⑤ 기타 : 기타의 사유로 신용등급에 영향을 미칠 수 있는 변동사항이 생기는 경우(부채의 감소 등)"
KB_bank,대출,금리인하요구권안내 및 핵심상품설명서,6,신청방법 및 관련서류,"가. 신청방법
① 영업점 신청 : 영업점 관련서류 제출 후 심사 진행 → 대상 여부 확정 시 금리인하요구권 약정
② 비대면 신청 : 인터넷뱅킹/스타뱅킹으로 접속 후 신청 → 대상 여부 확정 시 금리인하요구권 약정
☞ 인터넷뱅킹 : 개인 > 금융상품 > 대출 > 대출관리 > 개인대출 금리인하요구권
스타뱅킹 : 전체메뉴 > 대출 > 관리 > 개인대출 금리인하요구권
나. 신청시 필요서류 (영업점 신청시에 한하며, 비대면 신청의 경우에는 필요서류 스크래핑 등으로 제출)
(1) 금리인하요구권신청서
(2)「개인(신용)정보조회∙수집 ∙이용 ∙제공 동의서」
(3)「금리인하 요구 관련 확인서류」
다. 금리인하시 접수(약정)서류 : 「대출조건변경신청서(기한연장 겸용) 또는 한도거래 추가약정서」"
KB_bank,대출,금리인하요구권안내 및 핵심상품설명서,7,결과 통지,"신청서식 및 관련 확인서류 접수일로부터 5영업일 이내에 「가계대출 금리인하 심사결과 안내」를 다음 방법
으로 통지해 드립니다.
(1) 서면제공 또는 우편발송
(2) SMS(LMS) 통지
(3) E-mail 통지
(4) 유선 통지
기타 자세한 내용은 창구직원 또는 스마트상담부(☎ 1588-9999)로 문의하시거나, KB국민은행 홈페이지(www.kbstar.com)를 참조하시기 바랍니다.
유효기한 2019.04.15.~2021.12.31
가계대출 핵심 상품설명서
※ 핵심 상품설명서는 가계대출 상품의 내용 중 고객님께서 반드시
확인하셔야 하는 중요한 부분에 대해서 안내드리고 있습니다.
자세한 내용은 대출상품별 설명서 등을 통해 확인하시기 바랍니다.
대출금액을 신고목적과 달리 대출금액 1억원을 중도에
사용할 경우, 즉시 상환해야 상환할 경우, 최대 140만원을
할 수 있습니다. 해약금으로 부담해야 할 수
알고 계신가요? 있습니다. 확인하셨나요?
⇒ 은행여신거래기본약관 제5조 ⇒ 대출상품설명서 “3.수수료 등
등을 확인하세요. 비용”을 확인하세요.
대출금리는 대출기간동안 이자를 1개월 이상 미납할
변동될 수 있으며, 어떤 경 경우, 지체된 약정이자가
우에는 이자 부담이 증가할 수 아닌 원금에 연체이자율이
있습니다. 적용됩니다.
알고 계신가요? (예시 : 원금 1억2천만원 ×
연체이자율 연8%×1/12 =
연체이자 80만원)
확인하셨나요?
⇒ 대출상품설명서 “2.대출 이자율”을 ⇒ 대출상품설명서 “6.연체이자율”을
확인하세요. 확인하세요.
이자 등의 경우, 대출계약
금리인하요구권과 대출계약
체결시 약정한 지급시기･
철회권에는 일정한 조건이
방법에 따라 은행에 지급하
요구되며, 요건이 충족되지
셔야 합니다.
않으면 거절될 수 있습니다.
(예시 : 매월 15일 50만원을
확인하셨나요?
대출계좌로 자동이체 등)
확인하셨나요?
⇒ 대출상품설명서 “2.대출 이자율”과 ⇒ 대출약정서 “제1조 거래조건”을
“7.유의사항”을 확인하세요 확인하세요."
KB_bank,대출,한국주택금융공사 채권유동화목적 보금자리론용 대출거래약정서,전문,,"※은행은 본인에게 이 대출거래약정서(이하“약정서”)상의 중요한 내용을
설명하여야 하며, 은행여신거래기본약관(가계용)(이하“기본약관”)과
이 약정서의 사본을 교부하여야 합니다.
본인은 주식회사      은행(이하 “은행” 이라 한다)과 아래의 조건에
따라 여신거래를 함에 있어 기본약관이 적용됨을 승인하고 다음 각 조항을
준수할 것을 확약합니다. 또한 본인은 한국주택금융공사법에 따른 한국
주택금융공사(이하”공사“)가 수행하는 채권유동화업무에 대하여 이해하고
있으며 동 채권유동화를 위하여 본건 대출 및 담보권이 공사로 양도(신탁
포함)되는 경우에도 기본약관 및 이 약정서에 따라 본건 대출을 상환할
것을 확약합니다."
KB_bank,대출,한국주택금융공사 채권유동화목적 보금자리론용 대출거래약정서,1,거래조건,"거래조건은 다음과 같습니다.(거래방식이 여러 개로 되어 있는 경우
은행직원의 설명을 듣고 해당되는 “□” 내에 “V” 표시 합니다.)
* 은행영업시간 마감이후 자동화기기 등 전자적장치를 통한 계좌입금 분은 당일 중
상환으로 처리되지 않을 수 있음을 유의하시기 바랍니다."
KB_bank,대출,한국주택금융공사 채권유동화목적 보금자리론용 대출거래약정서,2,지연배상금(연체이자),"① 이자⋅분할상환금⋅분할상환원리금을 그 기일에 상환하지 아니한 
때에는 상환하여야할 금액에 대하여 곧 지연배상금(연체이자)을 납입
하기로 합니다.
 ② 대출만료일에 채무를 이행하지 않거나, 기본약관 제7조 또는 이 
약정 제6조, 제7조, 제8조제2항 및 제3항, 제12조, 제13조, 제16조, 
제18조 및 고객고지사항 제1호에 따라 기한의 이익을 상실한 때에
는, 그 때부터 대출 잔액에 대하여, 곧 지연배상금(연체이자)을 지급
하기로 합니다. 다만, 2024.10.17일 이후에 실행(채무인수 포함)된 
대출원금(약정금액 기준)이 5천만원 미만인 채권이 연체가 발생해 기
한의 이익이 상실된 경우에는, 본 약정에 따를 때 기한의 이익이 상실
되지 않았다면 채무이행의 기한이 도래하지 않은 부분에 대해서는 기한
의 이익이 상실되어 변제기가 도래하더라도 이에 대한 지연배상금을 
부과하지 않습니다.(채무이행 기한이 미도래했을 대출잔액에 대해서
는 지연배상금률을 적용하지 않고, 약정이자율만 적용"
KB_bank,대출,한국주택금융공사 채권유동화목적 보금자리론용 대출거래약정서,3,자동이체제도 이용 등,"자동이체제도 등을 이용하여 원리금을 납입할 경우 다음 각호의 사
항을 준수하겠으며 이를 게을리하여 발생하는 일체의 손해는 본인
이 부담하기로 합니다.
 1. 원금의 일부 또는 전액상환시에는 은행에 직접 납입하기로 합니다.
 2. 자동이체를 위하여 지정계좌의 예금을 출금함에 있어 각종 예금 
약관 또는 약정서의 규정에 불구하고 예금청구서 또는 수표없이은
행의 자동이체처리 절차에 의하여 출금하여도 이의를 제기하지 않
기로 합니다.
 3. 납부일 현재 지정계좌의 잔액이 청구금액에 미달하여 출금이 
불가능할 경우에는 즉시 은행에 직접 납입하기로 합니다.
 4. 이 자동이체신청을 변경하고자 하는 경우에는 납입해당일 30
일전까지 자동이체변경신청서를 제출하기로 합니다."
KB_bank,대출,한국주택금융공사 채권유동화목적 보금자리론용 대출거래약정서,4,인지세의 부담,"① 이 약정서 작성에 따른 인지세는 각 50%씩 본인과 은행이 부담합니다.
 ② 제1항에 의하여 본인이 부담하기로 한 인지세를 은행이 대신 
지급한 경우에는, 기본약관 제4조에 준하여 곧 갚기로 합니다."
KB_bank,대출,한국주택금융공사 채권유동화목적 보금자리론용 대출거래약정서,5,담보제공,"① 본인은 본건 담보주택에 은행의 승인 없이 그 소유권 이전행위와 저당권, 지상권, 전세권, 가등기, 임차권 등 각종 권리의 설정행위를 하지 않겠으며 제3자로부터 은행의 권리가 침해되는 일이 없도록 하며, 동 주택은 토지와 함께 은행에 담보로 제공하기로 합니다. ② 은행이 요구하는 경우 은행이 동의하는 종류와 금액의 보험에 가입 하고 그 보험금 청구권에 공사를 위하여 질권 설정하기로 합니다."
KB_bank,대출,한국주택금융공사 채권유동화목적 보금자리론용 대출거래약정서,6,대출금상환 또는 채무인수 의무,대출을 받은 후 담보로 제공된 주택의 소유권을 이전하는 경우에는 은행이 인정하는 양수인으로 하여금 채무를 인수하게 하거나 담보 주택의 양도로 인하여 담보가치가 하락할 우려가 있다고 인정되는 경우에는 대출금액의 전부를 상환하기로 합니다
KB_bank,대출,한국주택금융공사 채권유동화목적 보금자리론용 대출거래약정서,7,거래조건의 변경,"대출상담 및 신청서’ 및 제출자료가 허위, 위․변조, 불성실 작성 또는 부실자료로 확인되어 이 약정에 따른 대출채권이 공사에 양도되지 않을 경우에는 대출금 전액을 즉시 상환하거나 은행과 협의하여 이 약정 제1조에 따른 대출기간․대출금액․대출금리 등 거래조건을 변경할 수 있기로 합니다."
